,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
2529,43259319,Moncloa - Aravaca,Casa de Campo,40.42418,-3.72484,Private room,40,1,4,0.08,1,230
2530,43274715,Puente de Vallecas,Numancia,40.39933,-3.66716,Entire home/apt,58,2,103,2.15,1,326
2531,43184738,Salamanca,Guindalera,40.43485,-3.66014,Private room,35,3,22,0.46,2,50
2532,5447249,Centro,Justicia,40.41971,-3.69857,Private room,28,3,94,1.94,3,28
2533,4677030,Centro,Palacio,40.41701,-3.71041,Entire home/apt,80,30,10,0.21,13,62
2534,32046323,Salamanca,Castellana,40.43598,-3.68396,Entire home/apt,160,30,0,0.0,83,104
2535,3797913,Centro,Sol,40.41655,-3.70749,Entire home/apt,100,2,54,1.11,6,348
2536,26362423,Latina,Puerta del Angel,40.41258,-3.72571,Entire home/apt,50,1,320,6.84,5,309
2537,27780904,Centro,Sol,40.41849,-3.70148,Entire home/apt,139,2,100,2.04,13,286
2538,33664080,Carabanchel,Vista Alegre,40.37721,-3.75361,Private room,16,2,6,0.57,2,122
2539,33664080,Carabanchel,Vista Alegre,40.37888,-3.75511,Private room,26,1,11,0.23,2,229
2540,43424967,Moncloa - Aravaca,Valdezarza,40.47039,-3.72163,Private room,22,2,31,0.63,2,229
2541,3926474,Arganzuela,Palos de Moguer,40.40205,-3.69303,Entire home/apt,95,3,89,1.85,5,340
2542,6840576,Centro,Embajadores,40.40811,-3.70783,Entire home/apt,55,1,234,4.79,10,40
2543,2561320,Centro,Embajadores,40.41191,-3.70688,Entire home/apt,140,2,175,3.65,9,296
2544,19858798,Centro,Palacio,40.41316,-3.71201,Private room,19,2,1,0.02,1,0
2545,3524291,Centro,Universidad,40.42519,-3.70394,Private room,20,1,316,6.69,5,0
2546,18722274,Centro,Universidad,40.42483,-3.70412,Private room,40,30,27,0.55,1,355
2547,43603293,Arganzuela,Delicias,40.39728,-3.69543,Private room,40,2,195,4.02,3,67
2548,43605966,Retiro,Pacífico,40.40553,-3.67591,Private room,28,2,0,0.0,2,0
2549,43610052,Centro,Embajadores,40.40936,-3.70963,Private room,28,1,5,0.1,1,0
2550,43617356,Centro,Embajadores,40.40827,-3.70261,Private room,30,2,63,1.45,1,350
2551,43653323,Retiro,Pacífico,40.40494,-3.67623,Entire home/apt,53,3,192,3.98,3,276
2552,28038703,Chamberí,Trafalgar,40.42906,-3.69794,Entire home/apt,150,3,25,0.52,108,171
2553,15233548,Centro,Sol,40.41698,-3.70552,Entire home/apt,90,2,162,3.3,1,273
2554,43748440,Fuencarral - El Pardo,Pilar,40.48351,-3.70675,Private room,300,1,1,0.02,1,365
2555,15568214,Centro,Cortes,40.41232,-3.69472,Private room,30,4,99,2.02,2,57
2556,29977184,Centro,Cortes,40.41453,-3.69894,Entire home/apt,130,1,3,0.08,8,349
2557,29977184,Centro,Cortes,40.41369,-3.69946,Hotel room,186,1,4,0.09,8,272
2558,3836436,Centro,Sol,40.4196,-3.70323,Entire home/apt,99,2,49,1.0,1,318
2559,32050733,Chamberí,Arapiles,40.43126,-3.71052,Private room,55,2,25,0.52,1,89
2560,43850839,Centro,Sol,40.41709,-3.70097,Private room,15,4,1,0.02,1,0
2561,23218041,Centro,Justicia,40.42443,-3.69976,Entire home/apt,195,2,51,1.06,2,30
2562,43919337,Centro,Justicia,40.42198,-3.69691,Entire home/apt,150,2,82,1.69,2,248
2563,18134739,Centro,Palacio,40.41399,-3.71958,Private room,20,2,17,0.4,2,324
2564,2711109,Centro,Sol,40.4166,-3.70047,Entire home/apt,90,60,4,0.08,21,0
2565,43988161,Centro,Justicia,40.42257,-3.69809,Entire home/apt,150,2,48,0.99,1,365
2566,2321467,Latina,Puerta del Angel,40.41097,-3.73579,Private room,25,2,143,2.98,2,190
2567,14032635,Retiro,Ibiza,40.41638,-3.67535,Private room,40,1,15,0.31,24,125
2568,4424222,Salamanca,Guindalera,40.43832,-3.67338,Entire home/apt,148,3,97,2.25,5,132
2569,44034356,Salamanca,Lista,40.43124,-3.67733,Private room,35,30,0,0.0,1,365
2570,41177866,Centro,Embajadores,40.4092,-3.70002,Private room,34,2,141,2.88,3,4
2571,547389,Chamberí,Rios Rosas,40.44026,-3.69433,Private room,30,28,0,0.0,12,20
2572,547389,Chamberí,Rios Rosas,40.4414,-3.6946,Private room,32,28,0,0.0,12,336
2573,547389,Chamberí,Gaztambide,40.43754,-3.71211,Private room,20,28,1,1.0,12,110
2574,547389,Chamberí,Rios Rosas,40.44032,-3.69455,Private room,35,28,0,0.0,12,337
2575,547389,Chamberí,Gaztambide,40.43583,-3.71192,Private room,28,28,2,0.48,12,18
2576,547389,Chamberí,Rios Rosas,40.44008,-3.69403,Private room,27,180,0,0.0,12,183
2577,547389,Chamberí,Rios Rosas,40.44031,-3.69541,Private room,29,28,0,0.0,12,202
2578,547389,Chamberí,Gaztambide,40.43693,-3.71339,Private room,20,28,0,0.0,12,0
2579,23715618,Centro,Embajadores,40.41015,-3.69963,Entire home/apt,54,2,263,5.4,5,86
2580,44107041,Moncloa - Aravaca,Ciudad Universitaria,40.46367,-3.72201,Private room,25,1,23,0.48,3,242
2581,44033485,Ciudad Lineal,Ventas,40.43274,-3.64958,Private room,30,2,36,0.74,1,358
2582,25207683,Moratalaz,Fontarrón,40.40747,-3.66174,Entire home/apt,30,60,12,0.25,1,272
2583,3569462,Salamanca,Lista,40.4321,-3.67484,Private room,25,4,173,3.55,2,277
2584,22168282,Villa de Vallecas,Casco Histórico de Vallecas,40.38027,-3.62696,Entire home/apt,150,3,11,0.23,1,352
2585,44205379,Centro,Palacio,40.41847,-3.70834,Private room,45,1,149,3.51,4,265
2586,30348413,Centro,Cortes,40.41252,-3.69583,Entire home/apt,71,3,199,4.29,4,102
2587,44233425,Centro,Embajadores,40.40995,-3.69552,Entire home/apt,48,3,170,3.55,1,299
2588,5746574,San Blas - Canillejas,Rejas,40.44474,-3.57822,Private room,100,2,13,0.28,2,363
2589,44247859,Fuencarral - El Pardo,La Paz,40.4806,-3.70161,Private room,19,1,12,0.3,2,254
2590,1732442,Centro,Embajadores,40.41367,-3.70469,Entire home/apt,75,2,70,1.51,9,66
2591,3939801,Centro,Justicia,40.42183,-3.69723,Entire home/apt,89,2,100,5.06,9,333
2592,3939801,Centro,Justicia,40.42284,-3.69856,Entire home/apt,79,2,151,3.78,9,321
2593,5542111,Centro,Universidad,40.42079,-3.70335,Entire home/apt,45,1,256,5.31,62,289
2594,44267738,Centro,Palacio,40.42113,-3.70863,Entire home/apt,99,1,212,4.39,23,262
2595,44107041,Moncloa - Aravaca,Ciudad Universitaria,40.4646,-3.72409,Private room,40,1,27,0.55,3,148
2596,11794162,Salamanca,Guindalera,40.43696,-3.6687,Private room,126,1,16,0.33,2,339
2597,5700613,Centro,Palacio,40.41635,-3.7123,Entire home/apt,70,1,228,5.25,1,0
2598,38169617,Centro,Sol,40.41397,-3.70803,Entire home/apt,69,1,235,5.05,3,306
2599,82175,Centro,Justicia,40.42003,-3.69788,Entire home/apt,70,3,4,0.41,4,231
2600,36628443,Centro,Universidad,40.42523,-3.70465,Private room,50,1,144,3.0,2,338
2601,5239042,Centro,Embajadores,40.4102,-3.70145,Entire home/apt,50,3,137,2.82,20,311
2602,547389,Chamberí,Rios Rosas,40.44007,-3.6949,Private room,32,28,0,0.0,12,18
2603,2932927,Centro,Embajadores,40.41124,-3.70361,Entire home/apt,50,3,2,0.04,1,0
2604,43172155,Centro,Embajadores,40.40772,-3.70563,Private room,35,3,54,1.47,1,295
2605,37427328,Puente de Vallecas,Portazgo,40.3931,-3.64318,Private room,16,2,10,0.21,1,261
2606,37291567,Centro,Sol,40.41542,-3.70692,Hotel room,105,2,10,0.25,43,347
2607,43787660,Arganzuela,Delicias,40.39399,-3.68333,Entire home/apt,81,4,35,0.74,1,179
2608,5649948,Chamberí,Gaztambide,40.43737,-3.71622,Private room,30,15,9,0.2,2,48
2609,44604616,Salamanca,Goya,40.42407,-3.66947,Entire home/apt,110,3,46,0.99,1,129
2610,44609768,Centro,Embajadores,40.40668,-3.70818,Entire home/apt,86,3,164,3.39,9,152
2611,44658107,Chamberí,Almagro,40.42831,-3.69385,Private room,45,1,62,1.28,1,0
2612,2249606,Arganzuela,Acacias,40.40046,-3.70832,Private room,100,8,16,0.33,1,0
2613,14269367,Fuencarral - El Pardo,Peñagrande,40.48595,-3.73236,Private room,30,90,0,0.0,1,180
2614,28038703,Centro,Justicia,40.42108,-3.70041,Entire home/apt,140,3,76,1.57,108,290
2615,44739084,Chamartín,Prosperidad,40.43931,-3.67848,Private room,48,1,31,0.65,1,357
2616,34217435,Centro,Palacio,40.41634,-3.71217,Entire home/apt,59,1,75,1.56,19,213
2617,7938345,Arganzuela,Acacias,40.40081,-3.7013,Entire home/apt,120,15,4,0.09,1,364
2618,44821023,Salamanca,Goya,40.42628,-3.67572,Entire home/apt,82,2,128,2.71,1,297
2619,5113561,Chamberí,Almagro,40.42977,-3.69179,Private room,35,10,8,0.17,1,0
2620,6282893,Centro,Sol,40.41739,-3.70709,Entire home/apt,133,1,36,0.74,19,304
2621,17979672,Hortaleza,Palomas,40.45299,-3.61079,Entire home/apt,69,2,105,2.2,2,28
2622,4835230,Centro,Palacio,40.41841,-3.71092,Entire home/apt,120,360,3,0.08,1,358
2623,44863679,Centro,Embajadores,40.41105,-3.70055,Entire home/apt,64,3,33,0.68,1,261
2624,44860676,Centro,Palacio,40.41936,-3.71072,Entire home/apt,150,14,9,0.21,1,0
2625,44904502,Centro,Cortes,40.41117,-3.69296,Entire home/apt,55,2,230,4.75,3,209
2626,31608532,Centro,Universidad,40.42432,-3.70635,Entire home/apt,99,2,37,0.77,2,288
2627,596469,Salamanca,Fuente del Berro,40.42383,-3.66509,Hotel room,90,5,12,0.36,30,258
2628,44939562,Centro,Embajadores,40.40966,-3.70201,Entire home/apt,80,3,24,0.5,1,0
2629,13471137,Centro,Palacio,40.4126,-3.71171,Private room,45,2,14,0.29,2,0
2630,4710774,Centro,Palacio,40.41784,-3.71076,Entire home/apt,90,3,200,4.13,6,59
2631,7850049,Arganzuela,Imperial,40.41301,-3.72136,Entire home/apt,70,3,139,2.88,3,136
2632,45069177,Centro,Justicia,40.42391,-3.69635,Entire home/apt,95,3,37,0.77,1,0
2633,5950981,Centro,Universidad,40.4242,-3.70305,Entire home/apt,75,4,84,1.78,5,212
2634,45102439,Carabanchel,Puerta Bonita,40.38249,-3.73016,Private room,325,1,0,0.0,1,365
2635,20111903,Retiro,Ibiza,40.42113,-3.67326,Private room,45,2,74,1.54,1,1
2636,4190343,Centro,Cortes,40.41599,-3.70087,Entire home/apt,115,2,259,5.39,20,307
2637,30752115,Centro,Justicia,40.42409,-3.69859,Private room,60,2,155,3.25,2,295
2638,1714541,Retiro,Pacífico,40.40524,-3.67329,Private room,22,2,15,0.36,9,127
2639,23122774,Chamberí,Trafalgar,40.43672,-3.7035,Entire home/apt,45,1,102,2.12,8,283
2640,4496301,Salamanca,Fuente del Berro,40.42414,-3.66624,Entire home/apt,60,2,187,3.88,1,180
2641,14920069,Centro,Palacio,40.40839,-3.71554,Entire home/apt,60,1,2,0.04,1,0
2642,45262150,Retiro,Ibiza,40.41661,-3.67578,Private room,22,5,11,0.24,1,291
2643,28831681,Centro,Justicia,40.42382,-3.69616,Entire home/apt,47,3,112,2.43,11,217
2644,45281932,Centro,Embajadores,40.4131,-3.70702,Entire home/apt,90,3,285,6.04,1,315
2645,41633971,Centro,Cortes,40.41222,-3.69684,Private room,45,2,113,2.34,4,0
2646,1899974,Centro,Sol,40.41435,-3.70744,Entire home/apt,90,3,154,3.2,1,139
2647,8053070,Centro,Palacio,40.41124,-3.7105,Entire home/apt,100,3,171,3.77,2,50
2648,8276432,Centro,Justicia,40.42185,-3.69723,Entire home/apt,56,2,243,5.07,14,300
2649,8540658,Centro,Palacio,40.41576,-3.71105,Entire home/apt,83,3,61,1.49,1,341
2650,34803164,Moncloa - Aravaca,Argüelles,40.42887,-3.71754,Entire home/apt,60,15,52,1.09,2,6
2651,45433928,Usera,Orcasur,40.36882,-3.70228,Private room,25,2,79,1.71,1,0
2652,45469160,Centro,Justicia,40.42391,-3.69845,Entire home/apt,100,2,150,3.14,2,163
2653,20477647,Centro,Universidad,40.42572,-3.70276,Private room,28,6,66,1.37,2,11
2654,1232533,Centro,Universidad,40.42358,-3.70646,Entire home/apt,70,3,62,2.61,1,52
2655,8449261,Latina,Puerta del Angel,40.40867,-3.7303,Private room,31,3,16,0.35,2,358
2656,22323527,Chamberí,Gaztambide,40.43667,-3.71567,Private room,29,2,132,2.74,2,61
2657,26340878,Salamanca,Recoletos,40.42849,-3.68607,Entire home/apt,220,2,82,2.08,1,317
2658,45525739,Puente de Vallecas,Numancia,40.40086,-3.66309,Private room,30,1,56,1.17,1,355
2659,45530559,Arganzuela,Acacias,40.40385,-3.70509,Private room,20,2,104,2.19,2,62
2660,26551999,Centro,Universidad,40.42645,-3.71239,Private room,40,3,207,4.43,1,41
2661,42621480,Centro,Embajadores,40.4079,-3.70013,Entire home/apt,50,3,216,4.52,2,260
2662,12676964,Salamanca,Fuente del Berro,40.42544,-3.66798,Entire home/apt,60,3,135,3.02,3,65
2663,45601781,Salamanca,Lista,40.43438,-3.67856,Entire home/apt,139,2,139,2.98,1,52
2664,40180607,Ciudad Lineal,Ventas,40.41939,-3.65184,Entire home/apt,42,2,13,0.3,2,0
2665,31509536,Centro,Cortes,40.41439,-3.70188,Entire home/apt,110,3,22,0.48,9,280
2666,41177866,Centro,Embajadores,40.40804,-3.70089,Private room,35,1,15,1.25,3,333
2667,42509108,Centro,Universidad,40.42622,-3.71202,Entire home/apt,95,1,66,1.43,4,261
2668,24864006,Fuencarral - El Pardo,Peñagrande,40.48105,-3.71321,Entire home/apt,60,4,39,0.82,1,19
2669,45745512,Centro,Cortes,40.41075,-3.6934,Entire home/apt,37,3,253,5.27,5,37
2670,45745549,Centro,Sol,40.41623,-3.70408,Private room,26,1,61,1.29,3,348
2671,5500409,Centro,Embajadores,40.41263,-3.70624,Entire home/apt,80,1,126,2.63,7,65
2672,24886571,Salamanca,Guindalera,40.4355,-3.67039,Entire home/apt,90,1,1,0.02,1,0
2673,33832455,Centro,Embajadores,40.40971,-3.7062,Private room,35,2,180,4.6,1,273
2674,927713,Retiro,Ibiza,40.41885,-3.67744,Entire home/apt,60,1,70,1.51,9,39
2675,23444591,Usera,Moscardó,40.38589,-3.7064,Private room,33,1,48,1.04,5,357
2676,17063062,Chamberí,Gaztambide,40.43199,-3.71392,Entire home/apt,139,7,17,0.37,1,302
2677,45849398,Tetuán,Castillejos,40.45907,-3.69584,Entire home/apt,75,2,116,2.49,1,282
2678,45867999,Moratalaz,Media Legua,40.40896,-3.66104,Private room,29,2,14,0.32,1,233
2679,1888816,Arganzuela,Acacias,40.40291,-3.70377,Private room,25,6,25,0.53,4,323
2680,723539,Centro,Embajadores,40.4067,-3.70092,Entire home/apt,80,3,67,1.42,9,340
2681,45917370,Centro,Embajadores,40.41248,-3.70135,Private room,65,1,132,2.75,1,68
2682,42349775,Centro,Embajadores,40.40798,-3.7023,Entire home/apt,65,3,138,2.89,1,0
2683,5012713,Centro,Embajadores,40.40913,-3.69962,Entire home/apt,150,4,13,0.32,8,291
2684,36628443,Centro,Universidad,40.42596,-3.70438,Private room,50,1,122,2.54,2,349
2685,21570136,Ciudad Lineal,Quintana,40.43514,-3.64849,Private room,20,2,88,2.36,1,273
2686,22273518,Carabanchel,San Isidro,40.39722,-3.71724,Entire home/apt,85,3,77,1.61,1,272
2687,17371009,Carabanchel,Vista Alegre,40.38839,-3.73968,Private room,12,5,2,0.04,3,51
2688,46023547,Ciudad Lineal,Costillares,40.46851,-3.66661,Private room,40,1,6,0.63,3,292
2689,33370443,Puente de Vallecas,Palomeras Bajas,40.38189,-3.65354,Entire home/apt,57,3,9,1.14,1,79
2690,32046832,Hortaleza,Palomas,40.45102,-3.61134,Private room,82,2,44,0.92,1,64
2691,46064960,Puente de Vallecas,San Diego,40.38724,-3.66791,Private room,14,30,1,0.02,5,327
2692,40701442,Centro,Embajadores,40.40949,-3.70426,Entire home/apt,36,6,27,0.89,7,76
2693,46084401,Moncloa - Aravaca,Casa de Campo,40.42526,-3.72427,Private room,40,3,24,0.55,1,0
2694,46064960,Puente de Vallecas,San Diego,40.38625,-3.668,Private room,18,30,2,0.04,5,269
2695,46102927,Ciudad Lineal,Quintana,40.43773,-3.64164,Private room,15,2,184,3.91,2,52
2696,46102927,Ciudad Lineal,Quintana,40.43754,-3.6431,Private room,16,2,215,4.57,2,61
2697,20754377,Centro,Embajadores,40.40741,-3.70147,Private room,35,2,128,2.68,1,0
2698,46228072,Salamanca,Recoletos,40.42061,-3.69039,Private room,75,2,25,0.52,1,344
2699,46231239,Ciudad Lineal,Ventas,40.42777,-3.65537,Private room,25,2,2,0.12,1,364
2700,21691345,Villa de Vallecas,Casco Histórico de Vallecas,40.37535,-3.6252,Entire home/apt,100,14,3,0.13,1,322
2701,6821236,Retiro,Jerónimos,40.41225,-3.68978,Private room,100,1,9,0.19,2,355
2702,8229155,Chamartín,Nueva España,40.46404,-3.68348,Entire home/apt,120,5,0,0.0,1,0
2703,9305378,Chamberí,Trafalgar,40.43326,-3.70287,Private room,30,10,9,0.24,1,252
2704,6288128,Centro,Embajadores,40.4103,-3.6977,Entire home/apt,70,2,205,4.29,7,287
2705,46308055,Centro,Embajadores,40.41032,-3.69767,Entire home/apt,60,2,3,0.07,1,0
2706,20740084,Centro,Embajadores,40.41067,-3.69756,Entire home/apt,70,3,183,3.86,1,288
2707,19730570,Chamberí,Trafalgar,40.43704,-3.70181,Entire home/apt,88,3,26,0.54,1,0
2708,4815394,Centro,Embajadores,40.4089,-3.69967,Entire home/apt,50,90,123,2.58,2,0
2709,2260846,Latina,Puerta del Angel,40.4121,-3.72599,Entire home/apt,50,3,37,0.8,1,0
2710,46442859,Centro,Sol,40.41577,-3.70274,Entire home/apt,100,2,169,3.67,1,133
2711,46450046,Salamanca,Fuente del Berro,40.42304,-3.66719,Private room,56,2,40,0.84,2,82
2712,5425906,Arganzuela,Chopera,40.39318,-3.69551,Private room,37,1,2,0.11,3,323
2713,5425906,Arganzuela,Chopera,40.39499,-3.69669,Private room,62,1,3,0.14,3,341
2714,6213248,Centro,Embajadores,40.40933,-3.69905,Entire home/apt,80,2,6,0.13,4,0
2715,4083688,Centro,Cortes,40.41405,-3.6953,Entire home/apt,55,2,132,2.78,9,214
2716,4292037,Centro,Universidad,40.42229,-3.70225,Entire home/apt,55,2,207,4.33,4,304
2717,44720161,Chamartín,El Viso,40.44111,-3.68083,Private room,35,1,1,0.02,1,0
2718,46465317,Centro,Justicia,40.42288,-3.69992,Entire home/apt,50,2,282,6.0,2,160
2719,2417075,Centro,Universidad,40.42077,-3.70244,Entire home/apt,70,1,189,3.98,4,303
2720,43940819,Centro,Universidad,40.42538,-3.70694,Entire home/apt,130,2,58,1.32,2,345
2721,46533685,Centro,Embajadores,40.41012,-3.70462,Entire home/apt,203,3,80,1.92,5,148
2722,42748420,Centro,Justicia,40.42259,-3.69727,Entire home/apt,45,2,147,3.36,1,226
2723,46104888,Centro,Universidad,40.42196,-3.70376,Entire home/apt,70,2,202,4.29,4,322
2724,2417075,Centro,Universidad,40.42095,-3.70181,Entire home/apt,62,1,168,3.56,4,327
2725,8113582,Retiro,Pacífico,40.40348,-3.68089,Private room,40,1,0,0.0,1,0
2726,45745549,Centro,Sol,40.41551,-3.70387,Private room,30,1,81,1.72,3,297
2727,46567593,Tetuán,Cuatro Caminos,40.45418,-3.70218,Private room,27,1,6,0.13,1,0
2728,46578157,Tetuán,Castillejos,40.4643,-3.69332,Private room,35,7,12,0.38,1,61
2729,37291567,Centro,Sol,40.41703,-3.70728,Hotel room,168,2,2,0.05,43,340
2730,37291567,Centro,Sol,40.41712,-3.70783,Hotel room,93,2,2,0.12,43,334
2731,46624167,Puente de Vallecas,Palomeras Bajas,40.38198,-3.65691,Entire home/apt,57,2,59,1.24,1,315
2732,46623913,San Blas - Canillejas,Arcos,40.41898,-3.61822,Entire home/apt,160,2,6,0.15,1,360
2733,14581236,Centro,Universidad,40.42688,-3.70913,Entire home/apt,50,4,3,0.07,1,0
2734,46646758,Moncloa - Aravaca,Argüelles,40.42316,-3.71492,Entire home/apt,79,3,46,0.97,1,217
2735,44902886,Centro,Embajadores,40.40832,-3.70972,Private room,30,1,15,0.32,1,0
2736,19788545,Salamanca,Lista,40.43383,-3.67531,Entire home/apt,101,2,97,2.28,6,272
2737,9360920,Fuencarral - El Pardo,Peñagrande,40.47586,-3.72597,Entire home/apt,390,3,47,1.14,5,305
2738,37415721,Salamanca,Guindalera,40.4382,-3.66788,Private room,33,1,20,0.51,1,0
2739,30456006,Ciudad Lineal,Colina,40.45616,-3.66091,Entire home/apt,50,5,24,0.53,1,293
2740,46725622,Arganzuela,Legazpi,40.39266,-3.68004,Entire home/apt,70,1,0,0.0,1,0
2741,4146355,Chamberí,Trafalgar,40.43146,-3.70163,Entire home/apt,130,365,0,0.0,1,323
2742,46773436,Centro,Embajadores,40.40971,-3.6964,Entire home/apt,85,1,40,0.85,1,169
2743,7702501,Centro,Cortes,40.41654,-3.69945,Entire home/apt,200,1,0,0.0,1,0
2744,46845753,Puente de Vallecas,San Diego,40.3937,-3.66988,Entire home/apt,40,1,0,0.0,1,0
2745,23122774,Chamberí,Trafalgar,40.43679,-3.70305,Entire home/apt,45,1,122,2.59,8,316
2746,46902285,Salamanca,Recoletos,40.42773,-3.68553,Entire home/apt,170,3,138,2.92,1,45
2747,46910088,Centro,Embajadores,40.41335,-3.70524,Private room,45,2,26,0.73,1,0
2748,32046323,Salamanca,Lista,40.42981,-3.67438,Entire home/apt,180,30,0,0.0,83,343
2749,46942045,Centro,Justicia,40.42332,-3.69872,Private room,30,1,226,4.76,4,31
2750,46991632,Chamartín,Nueva España,40.45926,-3.67488,Private room,25,1,0,0.0,1,0
2751,16193294,Centro,Justicia,40.42263,-3.6988,Entire home/apt,65,2,50,1.08,1,2
2752,793546,Centro,Embajadores,40.41105,-3.70406,Entire home/apt,49,1,4,0.09,1,0
2753,47082983,Arganzuela,Palos de Moguer,40.40241,-3.69108,Entire home/apt,50,3,107,2.52,1,281
2754,47082976,Centro,Palacio,40.41454,-3.7088,Entire home/apt,60,2,115,2.44,5,66
2755,32046323,Salamanca,Lista,40.43017,-3.67447,Entire home/apt,155,30,1,0.07,83,100
2756,25944209,Centro,Justicia,40.42758,-3.69952,Entire home/apt,68,1,130,2.76,2,312
2757,47082976,Centro,Palacio,40.41349,-3.70773,Entire home/apt,60,2,71,1.51,5,29
2758,32664600,Moncloa - Aravaca,Argüelles,40.42749,-3.71725,Private room,26,2,227,4.8,1,319
2759,29328409,Centro,Sol,40.41804,-3.7036,Entire home/apt,89,1,280,6.01,2,255
2760,47196774,Centro,Embajadores,40.41225,-3.70623,Entire home/apt,125,2,203,4.63,1,144
2761,16412392,Latina,Puerta del Angel,40.412,-3.72819,Private room,40,2,38,1.4,1,4
2762,21880399,Centro,Palacio,40.41339,-3.70979,Entire home/apt,145,15,105,2.27,1,274
2763,16799632,Centro,Embajadores,40.40958,-3.69897,Entire home/apt,150,180,0,0.0,1,365
2764,34217435,Centro,Universidad,40.42339,-3.70231,Entire home/apt,69,1,263,5.56,19,267
2765,43885079,Chamartín,Ciudad Jardín,40.44571,-3.67677,Entire home/apt,70,91,0,0.0,1,354
2766,47332487,Tetuán,Valdeacederas,40.46183,-3.69931,Entire home/apt,45,2,5,0.11,1,0
2767,10446951,Latina,Cármenes,40.40437,-3.73152,Private room,20,6,4,0.09,2,0
2768,20437708,Centro,Universidad,40.42399,-3.70586,Entire home/apt,50,2,275,5.86,3,102
2769,47398779,Centro,Embajadores,40.40895,-3.7027,Entire home/apt,39,4,306,6.83,2,205
2770,47406181,Chamberí,Arapiles,40.43643,-3.7087,Private room,50,1,1,0.04,2,365
2771,47406181,Chamberí,Arapiles,40.43585,-3.70745,Private room,50,2,1,0.02,2,278
2772,47449167,San Blas - Canillejas,Rejas,40.44533,-3.58558,Entire home/apt,500,2,0,0.0,1,365
2773,47082976,Centro,Palacio,40.41496,-3.70875,Entire home/apt,150,2,7,0.19,5,261
2774,41274031,Centro,Embajadores,40.41174,-3.69876,Entire home/apt,45,3,15,0.36,1,110
2775,23999609,Centro,Cortes,40.41263,-3.69803,Entire home/apt,45,3,4,0.1,1,0
2776,43184738,Ciudad Lineal,Concepción,40.43357,-3.65871,Private room,30,3,5,0.11,2,32
2777,36348651,Centro,Embajadores,40.4114,-3.70145,Private room,45,1,4,0.08,2,353
2778,23351497,Arganzuela,Palos de Moguer,40.40609,-3.69762,Private room,27,1,291,6.44,3,288
2779,47548107,Centro,Cortes,40.41399,-3.69887,Entire home/apt,75,4,94,2.13,1,26
2780,47554470,Arganzuela,Atocha,40.40803,-3.69235,Entire home/apt,52,1,405,8.73,5,299
2781,26921472,Centro,Embajadores,40.41354,-3.70308,Entire home/apt,99,2,83,3.95,1,227
2782,47607603,Centro,Palacio,40.41938,-3.70838,Entire home/apt,173,3,230,5.42,3,140
2783,47611007,Arganzuela,Palos de Moguer,40.40327,-3.69592,Entire home/apt,200,4,1,0.02,1,0
2784,27526991,Retiro,Ibiza,40.42143,-3.67746,Entire home/apt,120,1,57,1.24,46,283
2785,313365,Moncloa - Aravaca,Argüelles,40.43025,-3.71795,Entire home/apt,35,3,88,1.86,1,334
2786,30629489,Centro,Universidad,40.4291,-3.70879,Private room,90,1,1,0.02,1,0
2787,9846285,Centro,Embajadores,40.41026,-3.69774,Entire home/apt,70,3,17,0.38,1,0
2788,1650712,Centro,Palacio,40.41968,-3.71075,Entire home/apt,126,2,7,0.15,26,283
2789,47653070,Fuencarral - El Pardo,Valverde,40.48602,-3.68652,Private room,22,1,50,1.06,1,333
2790,4190343,Centro,Cortes,40.41167,-3.69588,Entire home/apt,59,2,203,4.3,20,322
2791,47684540,Retiro,Niño Jesús,40.40888,-3.67614,Entire home/apt,60,14,1,0.02,1,0
2792,35141863,Centro,Cortes,40.41563,-3.69996,Entire home/apt,133,2,37,0.91,2,360
2793,27526991,Chamberí,Trafalgar,40.42935,-3.70118,Hotel room,49,1,59,1.26,46,224
2794,33575562,Centro,Embajadores,40.40971,-3.70646,Entire home/apt,45,1,10,0.36,1,0
2795,40877988,Centro,Sol,40.41563,-3.7061,Entire home/apt,95,2,218,4.64,56,104
2796,47828833,Centro,Cortes,40.41554,-3.69939,Entire home/apt,140,2,89,1.91,2,362
2797,35051974,Tetuán,Bellas Vistas,40.4482,-3.70459,Entire home/apt,59,2,53,1.42,3,139
2798,10654631,Centro,Embajadores,40.41026,-3.69921,Entire home/apt,60,3,8,0.17,1,0
2799,24619741,Centro,Cortes,40.41304,-3.69456,Entire home/apt,70,1,456,9.69,4,319
2800,13568612,Centro,Universidad,40.42055,-3.70251,Entire home/apt,74,3,105,2.23,1,0
2801,45605026,Puente de Vallecas,San Diego,40.38391,-3.66664,Private room,35,2,14,0.3,1,230
2802,43063704,Centro,Embajadores,40.40936,-3.70541,Entire home/apt,41,3,177,3.75,3,46
2803,47908392,Centro,Embajadores,40.40912,-3.70098,Entire home/apt,55,2,84,1.82,2,344
2804,47915977,Salamanca,Guindalera,40.43871,-3.66629,Entire home/apt,75,5,37,0.79,1,277
2805,30752828,Centro,Sol,40.41455,-3.70771,Entire home/apt,70,2,141,3.03,2,315
2806,47923936,Centro,Palacio,40.42173,-3.7111,Entire home/apt,51,1,406,8.63,10,323
2807,47451792,Arganzuela,Palos de Moguer,40.40313,-3.69341,Private room,20,1,122,2.61,1,55
