,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
17346,264013114,Centro,Embajadores,40.4063,-3.70517,Private room,25,1,20,5.45,1,0
17347,190129159,Tetuán,Almenara,40.46854,-3.68891,Entire home/apt,150,1,0,0.0,2,0
17348,264016615,Centro,Sol,40.41559,-3.70254,Entire home/apt,80,1,0,0.0,2,76
17349,32327892,Chamberí,Almagro,40.43833,-3.69933,Entire home/apt,80,2,2,0.63,1,0
17350,264027240,Hortaleza,Canillas,40.4609,-3.65067,Entire home/apt,600,1,0,0.0,1,363
17351,264027588,Latina,Puerta del Angel,40.41442,-3.72695,Entire home/apt,345,2,0,0.0,1,13
17352,264027807,San Blas - Canillejas,Salvador,40.44364,-3.63794,Private room,240,1,0,0.0,1,89
17353,142120352,Hortaleza,Canillas,40.4607,-3.64514,Private room,60,1,2,0.85,2,83
17354,63013438,Salamanca,Recoletos,40.42576,-3.68594,Private room,30,2,0,0.0,2,201
17355,264034599,Retiro,Ibiza,40.42092,-3.67748,Private room,200,1,0,0.0,2,90
17356,264034599,Retiro,Ibiza,40.42094,-3.67743,Private room,200,1,0,0.0,2,78
17357,6947647,Centro,Universidad,40.4266,-3.70738,Entire home/apt,70,7,2,1.18,1,29
17358,264038395,Ciudad Lineal,Pueblo Nuevo,40.43258,-3.64087,Entire home/apt,1600,2,0,0.0,1,365
17359,13122891,Moncloa - Aravaca,Argüelles,40.43052,-3.72004,Entire home/apt,125,1,1,0.28,1,0
17360,39147234,Chamberí,Arapiles,40.43308,-3.70633,Private room,200,1,1,0.26,1,230
17361,16500255,Chamartín,Nueva España,40.46091,-3.68084,Entire home/apt,152,2,0,0.0,1,0
17362,3654108,Centro,Universidad,40.42897,-3.70711,Entire home/apt,35,1,9,2.43,3,316
17363,190152683,Centro,Sol,40.41583,-3.704,Private room,500,1,0,0.0,1,180
17364,29170730,Hortaleza,Pinar del Rey,40.46888,-3.65214,Private room,400,1,0,0.0,1,0
17365,39280712,Centro,Palacio,40.40854,-3.71069,Private room,59,1,0,0.0,2,79
17366,252025836,Chamberí,Gaztambide,40.43757,-3.71359,Entire home/apt,71,1,5,1.46,4,154
17367,264050258,Arganzuela,Palos de Moguer,40.40457,-3.69126,Entire home/apt,100,2,1,0.59,2,323
17368,42930643,Salamanca,Lista,40.43134,-3.67224,Entire home/apt,550,1,0,0.0,1,89
17369,241652103,Latina,Cármenes,40.40627,-3.72512,Entire home/apt,50,3,1,0.41,26,351
17370,145037739,Retiro,Ibiza,40.41846,-3.67553,Private room,150,1,0,0.0,1,0
17371,263959082,Latina,Aguilas,40.37924,-3.77775,Private room,47,20,0,0.0,1,365
17372,264059698,Barajas,Casco Histórico de Barajas,40.47327,-3.57458,Private room,400,1,0,0.0,1,90
17373,264060011,Carabanchel,San Isidro,40.39928,-3.72345,Private room,200,1,0,0.0,1,365
17374,141897510,Centro,Embajadores,40.40903,-3.70378,Private room,25,3,5,1.53,1,10
17375,42453682,Hortaleza,Valdefuentes,40.48336,-3.63569,Private room,2500,1,0,0.0,5,365
17376,264065316,Latina,Cármenes,40.3994,-3.73622,Private room,100,1,0,0.0,1,180
17377,192629161,Arganzuela,Chopera,40.39921,-3.69967,Private room,60,1,0,0.0,1,74
17378,82316325,Centro,Embajadores,40.41023,-3.70442,Entire home/apt,400,1,0,0.0,1,365
17379,257975060,San Blas - Canillejas,Canillejas,40.44585,-3.609,Private room,800,1,0,0.0,1,88
17380,264080103,San Blas - Canillejas,Rosas,40.43054,-3.60101,Private room,850,1,0,0.0,2,179
17381,30166025,Centro,Universidad,40.42623,-3.70353,Entire home/apt,41,2,0,0.0,1,0
17382,148450840,Salamanca,Castellana,40.43119,-3.67977,Private room,390,1,0,0.0,2,0
17383,264089677,Ciudad Lineal,Ventas,40.42462,-3.65344,Private room,300,1,0,0.0,1,365
17384,4073250,Moncloa - Aravaca,Argüelles,40.42411,-3.7144,Entire home/apt,160,2,0,0.0,1,292
17385,148450840,Salamanca,Lista,40.43187,-3.67863,Private room,135,1,0,0.0,2,0
17386,196409684,Carabanchel,Comillas,40.38972,-3.71481,Private room,49,2,1,0.27,3,0
17387,130213978,Retiro,Pacífico,40.40591,-3.68323,Entire home/apt,190,1,0,0.0,2,175
17388,263943708,San Blas - Canillejas,Canillejas,40.43796,-3.61143,Private room,300,1,0,0.0,1,365
17389,85142144,Centro,Sol,40.41555,-3.70242,Entire home/apt,600,2,0,0.0,1,90
17390,6169084,San Blas - Canillejas,Arcos,40.4264,-3.61164,Private room,500,2,1,0.26,1,365
17391,27414995,San Blas - Canillejas,Simancas,40.43694,-3.62031,Entire home/apt,1500,1,0,0.0,1,89
17392,229884163,Tetuán,Berruguete,40.46005,-3.70572,Private room,42,2,0,0.0,2,353
17393,179971619,Chamberí,Almagro,40.43682,-3.69598,Private room,300,1,1,0.26,1,365
17394,11564229,Latina,Lucero,40.4037,-3.75888,Private room,120,1,0,0.0,1,179
17395,220952581,Ciudad Lineal,San Juan Bautista,40.45513,-3.65557,Shared room,500,1,0,0.0,1,81
17396,127800576,San Blas - Canillejas,Simancas,40.43779,-3.61721,Entire home/apt,1200,1,0,0.0,1,0
17397,13721963,Carabanchel,Comillas,40.38971,-3.71528,Private room,160,2,0,0.0,1,0
17398,37023567,Chamberí,Trafalgar,40.43593,-3.7023,Private room,30,2,0,0.0,1,332
17399,264117791,Centro,Embajadores,40.4078,-3.69923,Private room,300,1,0,0.0,1,90
17400,196409684,Carabanchel,Comillas,40.38998,-3.71571,Private room,150,2,1,0.29,3,0
17401,6845930,San Blas - Canillejas,Rosas,40.44145,-3.58752,Private room,350,1,0,0.0,1,364
17402,258043977,Ciudad Lineal,San Juan Bautista,40.45109,-3.65628,Private room,204,1,0,0.0,4,180
17403,264130753,San Blas - Canillejas,Rosas,40.4291,-3.60551,Private room,50,1,3,1.01,6,0
17404,133156491,Fuencarral - El Pardo,Valverde,40.50656,-3.67759,Entire home/apt,500,1,0,0.0,2,180
17405,263597436,Centro,Cortes,40.41462,-3.701,Private room,80,1,17,4.81,11,355
17406,105542137,Chamartín,El Viso,40.44061,-3.68365,Entire home/apt,375,2,6,1.55,1,335
17407,8718600,Ciudad Lineal,Pueblo Nuevo,40.43428,-3.63923,Entire home/apt,80,3,9,2.33,2,59
17408,264130753,San Blas - Canillejas,Rejas,40.44307,-3.58568,Private room,50,1,0,0.0,6,0
17409,264139401,Salamanca,Recoletos,40.42744,-3.6847,Entire home/apt,200,1,0,0.0,1,364
17410,51564174,Centro,Cortes,40.41706,-3.6985,Entire home/apt,1820,2,0,0.0,42,0
17411,264144978,Tetuán,Bellas Vistas,40.44951,-3.70788,Entire home/apt,65,1,15,4.05,1,134
17412,101612586,Latina,Puerta del Angel,40.4112,-3.73297,Private room,40,1,4,1.09,1,167
17413,263597436,Centro,Cortes,40.41612,-3.70075,Private room,120,1,22,6.41,11,350
17414,2354308,Centro,Justicia,40.42048,-3.70013,Entire home/apt,79,2,13,3.55,2,342
17415,15537355,Centro,Embajadores,40.40624,-3.70378,Entire home/apt,400,1,0,0.0,1,88
17416,82331236,San Blas - Canillejas,Rejas,40.44989,-3.6013,Private room,26,1,3,0.85,1,83
17417,264209119,Arganzuela,Chopera,40.39165,-3.69565,Private room,900,1,0,0.0,1,365
17418,201634804,Ciudad Lineal,Pueblo Nuevo,40.42718,-3.64368,Private room,200,2,0,0.0,1,364
17419,52148298,San Blas - Canillejas,Rosas,40.42359,-3.60457,Private room,150,1,0,0.0,3,364
17420,34212673,Chamberí,Gaztambide,40.43535,-3.71598,Private room,59,25,0,0.0,31,364
17421,206127384,Carabanchel,San Isidro,40.39423,-3.7256,Entire home/apt,70,1,23,6.57,1,0
17422,41362224,Puente de Vallecas,Palomeras Sureste,40.38673,-3.64188,Private room,17,1,5,1.36,2,164
17423,241652103,Chamberí,Arapiles,40.435,-3.70577,Entire home/apt,40,2,1,0.28,26,3
17424,264240243,San Blas - Canillejas,Simancas,40.42894,-3.62918,Private room,300,1,0,0.0,1,365
17425,220967331,Centro,Sol,40.41702,-3.70289,Private room,62,4,6,1.65,5,51
17426,241652103,Arganzuela,Chopera,40.39909,-3.7007,Entire home/apt,47,3,1,0.31,26,343
17427,246235234,Fuencarral - El Pardo,Valverde,40.49405,-3.69278,Private room,25,1,29,8.45,2,95
17428,194283289,Barajas,Timón,40.47022,-3.58563,Private room,500,1,0,0.0,1,179
17429,264259456,San Blas - Canillejas,Rosas,40.43558,-3.60802,Private room,600,1,0,0.0,3,1
17430,214483459,San Blas - Canillejas,Rejas,40.44295,-3.58831,Private room,100,1,0,0.0,1,0
17431,262928037,Puente de Vallecas,Numancia,40.39521,-3.65666,Private room,120,3,0,0.0,3,90
17432,264286300,Arganzuela,Palos de Moguer,40.40133,-3.68868,Private room,150,1,1,0.37,1,364
17433,52214976,Moncloa - Aravaca,Argüelles,40.43096,-3.71877,Private room,220,1,0,0.0,1,0
17434,28339570,Salamanca,Lista,40.43435,-3.6781,Shared room,100,1,0,0.0,1,89
17435,261541991,Chamartín,Ciudad Jardín,40.44751,-3.67563,Shared room,500,1,0,0.0,2,140
17436,264302178,Vicálvaro,Casco Histórico de Vicálvaro,40.40512,-3.56266,Entire home/apt,900,1,0,0.0,1,364
17437,264303236,San Blas - Canillejas,Hellín,40.43077,-3.61169,Private room,500,1,0,0.0,1,365
17438,32585895,Arganzuela,Delicias,40.39686,-3.69452,Private room,60,2,3,1.1,1,61
17439,219422072,Centro,Palacio,40.41341,-3.70891,Entire home/apt,140,5,0,0.0,4,365
17440,167380256,Centro,Embajadores,40.40788,-3.70192,Shared room,150,1,0,0.0,1,90
17441,2087405,San Blas - Canillejas,Simancas,40.4392,-3.6239,Entire home/apt,800,1,0,0.0,2,0
17442,4263405,Tetuán,Valdeacederas,40.46336,-3.69896,Entire home/apt,110,2,1,0.68,1,118
17443,234285338,San Blas - Canillejas,Simancas,40.4274,-3.62792,Private room,300,1,0,0.0,2,179
17444,88673398,Salamanca,Goya,40.42626,-3.67942,Private room,450,1,0,0.0,1,0
17445,219701118,Latina,Cármenes,40.39777,-3.73836,Private room,1000,1,0,0.0,1,89
17446,264309274,Puente de Vallecas,Palomeras Bajas,40.37985,-3.66326,Private room,350,1,0,0.0,1,179
17447,264308263,Puente de Vallecas,Numancia,40.39708,-3.65892,Private room,25,2,1,0.4,1,169
17448,174094233,Ciudad Lineal,Concepción,40.43548,-3.65809,Private room,45,1,1,0.3,1,179
17449,264310992,Tetuán,Almenara,40.47239,-3.70069,Entire home/apt,600,1,0,0.0,1,365
17450,264311514,Tetuán,Bellas Vistas,40.45741,-3.71097,Entire home/apt,200,1,0,0.0,1,365
17451,264312910,San Blas - Canillejas,Rosas,40.42295,-3.60695,Shared room,1000,1,0,0.0,1,365
17452,113017051,Retiro,Pacífico,40.40335,-3.68107,Private room,195,2,0,0.0,3,83
17453,2087405,San Blas - Canillejas,Simancas,40.43982,-3.62513,Entire home/apt,1000,1,0,0.0,2,180
17454,261541991,Chamartín,Ciudad Jardín,40.44617,-3.676,Private room,500,1,0,0.0,2,140
17455,113017051,Retiro,Pacífico,40.40531,-3.681,Private room,245,2,0,0.0,3,83
17456,11283495,Fuencarral - El Pardo,Pilar,40.4781,-3.71323,Private room,300,2,0,0.0,1,178
17457,264317350,San Blas - Canillejas,Canillejas,40.44185,-3.60915,Private room,500,3,0,0.0,1,179
17458,5558013,Usera,Moscardó,40.38761,-3.70813,Private room,115,1,1,0.27,1,90
17459,99993099,Centro,Justicia,40.42717,-3.70113,Entire home/apt,200,1,0,0.0,1,362
17460,264103431,Moratalaz,Vinateros,40.40921,-3.64243,Private room,450,1,0,0.0,1,179
17461,10520517,Centro,Embajadores,40.41087,-3.70845,Private room,42,2,1,1.0,1,0
17462,2202027,Hortaleza,Pinar del Rey,40.46722,-3.66167,Entire home/apt,650,1,0,0.0,1,48
17463,264225539,San Blas - Canillejas,Rejas,40.44556,-3.58761,Private room,1000,1,0,0.0,1,180
17464,34208701,Tetuán,Bellas Vistas,40.44964,-3.70855,Entire home/apt,40,3,1,0.37,2,0
17465,17673726,Moncloa - Aravaca,Casa de Campo,40.42162,-3.72254,Private room,400,2,0,0.0,2,89
17466,120813068,Chamberí,Arapiles,40.43719,-3.7088,Private room,300,1,0,0.0,1,89
17467,3259161,San Blas - Canillejas,Rejas,40.44288,-3.58312,Private room,750,2,0,0.0,1,365
17468,23511489,Centro,Sol,40.41692,-3.70676,Private room,100,1,1,0.27,1,365
17469,264342865,San Blas - Canillejas,Simancas,40.43084,-3.62769,Private room,420,1,0,0.0,1,90
17470,192297897,Salamanca,Castellana,40.43589,-3.68025,Entire home/apt,150,1,0,0.0,4,0
17471,170081165,Ciudad Lineal,Ventas,40.42743,-3.65086,Private room,200,1,0,0.0,2,179
17472,3654886,Barajas,Alameda de Osuna,40.45374,-3.59327,Private room,50,1,5,1.5,3,0
17473,103003416,Tetuán,Cuatro Caminos,40.45433,-3.69338,Entire home/apt,600,1,0,0.0,1,364
17474,142120352,Hortaleza,Canillas,40.4596,-3.64526,Private room,35,1,4,1.25,2,172
17475,264412227,Ciudad Lineal,Pueblo Nuevo,40.42375,-3.6352,Entire home/apt,700,2,0,0.0,1,365
17476,10195601,Arganzuela,Imperial,40.4107,-3.71906,Private room,55,2,0,0.0,1,362
17477,184527,Centro,Palacio,40.41309,-3.71541,Entire home/apt,30,5,5,1.88,1,17
17478,224617487,Fuencarral - El Pardo,La Paz,40.4788,-3.7026,Private room,3000,1,0,0.0,1,364
17479,32948528,Tetuán,Castillejos,40.46325,-3.69639,Private room,170,1,0,0.0,1,179
17480,21114965,Centro,Embajadores,40.41144,-3.7034,Private room,100,1,0,0.0,1,230
17481,264425435,Chamberí,Trafalgar,40.42936,-3.70269,Entire home/apt,50,3,2,0.58,1,355
17482,242611651,Centro,Universidad,40.42768,-3.70187,Private room,100,3,0,0.0,1,89
17483,37304207,San Blas - Canillejas,Canillejas,40.43669,-3.60765,Private room,2000,2,0,0.0,1,0
17484,47204480,Tetuán,Valdeacederas,40.46241,-3.69752,Private room,80,3,0,0.0,2,48
17485,264426788,Moncloa - Aravaca,Ciudad Universitaria,40.44876,-3.71154,Entire home/apt,1000,1,0,0.0,1,364
17486,232588761,Latina,Puerta del Angel,40.41074,-3.73027,Private room,23,3,6,1.78,1,0
17487,256387985,Centro,Universidad,40.42194,-3.70226,Entire home/apt,650,2,0,0.0,7,0
17488,232992550,Arganzuela,Imperial,40.4048,-3.7138,Entire home/apt,500,1,0,0.0,1,0
17489,21514948,Centro,Universidad,40.42304,-3.70266,Entire home/apt,100,2,0,0.0,40,79
17490,264434572,Carabanchel,Comillas,40.39577,-3.7123,Private room,40,1,0,0.0,3,365
17491,223343687,Ciudad Lineal,Pueblo Nuevo,40.43138,-3.64062,Private room,350,1,0,0.0,1,88
17492,18452535,Salamanca,Guindalera,40.43122,-3.66886,Entire home/apt,567,1,0,0.0,1,0
17493,59067831,Centro,Universidad,40.42477,-3.70794,Private room,45,2,3,0.94,1,319
17494,264430129,Centro,Universidad,40.42641,-3.7035,Entire home/apt,369,3,0,0.0,1,168
17495,27410212,Tetuán,Valdeacederas,40.46775,-3.70691,Private room,120,2,1,0.27,1,89
17496,131962556,Barajas,Timón,40.46948,-3.58286,Private room,210,1,0,0.0,2,168
17497,264455340,San Blas - Canillejas,Canillejas,40.44086,-3.60956,Private room,580,1,0,0.0,1,365
17498,18022106,Moratalaz,Fontarrón,40.40065,-3.63753,Private room,250,1,0,0.0,1,180
17499,264457810,Ciudad Lineal,Ventas,40.42607,-3.65049,Private room,500,1,0,0.0,2,89
17500,264461263,Ciudad Lineal,Pueblo Nuevo,40.42655,-3.64027,Private room,150,1,0,0.0,1,365
17501,184649200,Chamberí,Rios Rosas,40.44415,-3.70359,Shared room,1500,1,0,0.0,1,365
17502,11799221,Chamberí,Arapiles,40.43072,-3.70991,Private room,200,1,0,0.0,2,365
17503,89478801,San Blas - Canillejas,Canillejas,40.43844,-3.61302,Entire home/apt,500,2,0,0.0,1,355
17504,5474413,Tetuán,Bellas Vistas,40.44918,-3.7087,Entire home/apt,68,3,0,0.0,1,0
17505,3812131,Tetuán,Cuatro Caminos,40.45003,-3.69874,Entire home/apt,950,1,0,0.0,1,364
17506,264468259,Chamberí,Vallehermoso,40.44131,-3.71677,Private room,300,1,0,0.0,1,364
17507,71990481,Salamanca,Guindalera,40.43434,-3.66854,Entire home/apt,300,1,0,0.0,1,0
17508,95845504,Centro,Embajadores,40.40892,-3.70891,Private room,40,2,1,0.48,2,0
17509,1305190,Fuencarral - El Pardo,Peñagrande,40.48114,-3.72685,Shared room,65,5,0,0.0,8,364
17510,264080103,San Blas - Canillejas,Rosas,40.4288,-3.60232,Private room,850,1,0,0.0,2,178
17511,264468406,Centro,Universidad,40.42593,-3.70222,Entire home/apt,120,1,8,2.18,11,49
17512,33932239,Latina,Lucero,40.4045,-3.75091,Private room,200,1,0,0.0,1,261
17513,264482309,Centro,Justicia,40.42425,-3.69138,Entire home/apt,120,4,0,0.0,1,0
17514,264326370,Chamberí,Trafalgar,40.43526,-3.70242,Entire home/apt,40,1,2,2.0,1,0
17515,262928037,Puente de Vallecas,Numancia,40.40087,-3.66337,Private room,140,2,0,0.0,3,90
17516,260366323,Centro,Palacio,40.41251,-3.70891,Private room,38,2,2,0.98,3,163
17517,262928037,Puente de Vallecas,Numancia,40.40262,-3.66218,Private room,140,2,0,0.0,3,365
17518,222888684,Puente de Vallecas,Entrevías,40.38159,-3.66987,Private room,900,1,0,0.0,1,364
17519,215286505,San Blas - Canillejas,Hellín,40.43224,-3.61665,Entire home/apt,400,1,0,0.0,1,179
17520,260366323,Centro,Palacio,40.4118,-3.70931,Private room,38,2,3,1.8,3,167
17521,261734922,Retiro,Adelfas,40.40221,-3.66914,Entire home/apt,48,2,15,5.7,1,2
17522,8560178,Retiro,Ibiza,40.41633,-3.67376,Entire home/apt,125,7,0,0.0,1,0
17523,264502639,San Blas - Canillejas,Rosas,40.42962,-3.61054,Entire home/apt,1000,1,0,0.0,1,365
17524,138301778,Chamartín,Prosperidad,40.44105,-3.67651,Shared room,450,1,0,0.0,1,180
17525,264510978,Chamartín,Nueva España,40.46467,-3.68063,Entire home/apt,95,2,8,2.29,1,142
17526,51583667,Chamberí,Gaztambide,40.43528,-3.71184,Entire home/apt,150,4,1,1.0,1,11
17527,16904790,Puente de Vallecas,San Diego,40.39034,-3.67033,Private room,80,1,0,0.0,1,353
17528,84352922,Centro,Embajadores,40.40682,-3.70067,Entire home/apt,47,5,4,1.07,1,0
17529,31806323,Carabanchel,San Isidro,40.40005,-3.72273,Entire home/apt,55,1,11,2.95,1,157
17530,91506664,Centro,Embajadores,40.41369,-3.70389,Entire home/apt,59,2,11,3.03,33,350
17531,156213642,Latina,Lucero,40.40638,-3.7544,Private room,150,1,0,0.0,2,89
17532,177177815,Moncloa - Aravaca,Argüelles,40.42724,-3.71663,Private room,150,1,0,0.0,1,365
17533,264521333,Chamberí,Arapiles,40.434,-3.70957,Entire home/apt,60,3,21,6.3,1,46
17534,264521481,Centro,Universidad,40.42795,-3.70193,Entire home/apt,249,1,0,0.0,1,0
17535,78093977,Centro,Embajadores,40.41008,-3.70058,Entire home/apt,110,5,0,0.0,1,0
17536,264524783,Centro,Cortes,40.41524,-3.69771,Private room,37,2,5,1.39,1,69
17537,37114180,Chamberí,Almagro,40.43243,-3.69654,Entire home/apt,500,2,0,0.0,1,73
17538,4312150,Centro,Embajadores,40.40981,-3.70271,Entire home/apt,59,4,3,3.0,2,48
17539,464203,Centro,Embajadores,40.40716,-3.7105,Entire home/apt,66,2,1,0.59,1,0
17540,108619374,Centro,Justicia,40.4267,-3.69931,Private room,150,1,0,0.0,1,0
17541,70177185,Centro,Palacio,40.41615,-3.70988,Private room,38,1,4,1.24,1,69
17542,264531935,Tetuán,Bellas Vistas,40.44765,-3.70654,Private room,400,1,0,0.0,1,365
17543,264136672,Retiro,Ibiza,40.41597,-3.67666,Entire home/apt,770,1,0,0.0,1,90
17544,264422511,Fuencarral - El Pardo,Pilar,40.47288,-3.71418,Private room,15,365,0,0.0,1,365
17545,18471665,Moncloa - Aravaca,Argüelles,40.42985,-3.71745,Entire home/apt,250,2,0,0.0,1,0
17546,263597436,Centro,Cortes,40.41518,-3.70066,Private room,120,1,8,2.45,11,355
17547,264536873,San Blas - Canillejas,Canillejas,40.43518,-3.61056,Private room,25,1,21,6.06,1,11
17548,262292045,Vicálvaro,Casco Histórico de Vicálvaro,40.40475,-3.55801,Private room,35,1,1,0.27,1,360
17549,77489120,Tetuán,Valdeacederas,40.46136,-3.69907,Entire home/apt,89,1,22,6.67,6,145
17550,264468326,Tetuán,Cuatro Caminos,40.45488,-3.6994,Entire home/apt,400,1,0,0.0,1,365
17551,264542526,Barajas,Alameda de Osuna,40.45249,-3.59362,Private room,300,1,0,0.0,1,88
17552,84969888,Ciudad Lineal,Pueblo Nuevo,40.42351,-3.63721,Private room,400,2,0,0.0,1,179
17553,264543007,San Blas - Canillejas,Rosas,40.43089,-3.60623,Private room,400,1,0,0.0,1,364
17554,16562945,San Blas - Canillejas,Rejas,40.44436,-3.58258,Entire home/apt,700,1,0,0.0,1,89
17555,13891779,Carabanchel,Buenavista,40.36529,-3.75893,Private room,250,1,0,0.0,1,90
17556,122869012,Carabanchel,Comillas,40.39423,-3.70851,Private room,21,1,1,0.37,3,263
17557,70317973,Latina,Campamento,40.39866,-3.7709,Shared room,150,1,1,0.27,1,363
17558,6438131,Tetuán,Valdeacederas,40.46535,-3.69868,Private room,40,1,1,0.27,1,0
17559,73911135,Centro,Universidad,40.42444,-3.70127,Private room,60,2,0,0.0,2,343
17560,28290730,Salamanca,Guindalera,40.43681,-3.67248,Entire home/apt,75,1,2,0.58,2,261
17561,204730281,Usera,Orcasur,40.37088,-3.69764,Private room,25,120,0,0.0,8,261
17562,66195095,Latina,Puerta del Angel,40.40544,-3.73777,Entire home/apt,69,1,3,1.32,1,339
17563,32769077,Centro,Embajadores,40.40894,-3.70907,Private room,100,2,0,0.0,1,365
17564,204730281,Usera,Orcasur,40.36903,-3.69618,Private room,16,2,0,0.0,8,322
17565,63058551,Carabanchel,Abrantes,40.38436,-3.71862,Private room,300,1,0,0.0,1,365
17566,228872027,San Blas - Canillejas,Amposta,40.4277,-3.62006,Private room,280,3,0,0.0,6,179
17567,204730281,Usera,Orcasur,40.37083,-3.69629,Private room,18,1,0,0.0,8,215
17568,228872027,San Blas - Canillejas,Hellín,40.42962,-3.61963,Private room,187,3,0,0.0,6,180
17569,39743491,Chamartín,El Viso,40.44305,-3.6798,Entire home/apt,110,1,0,0.0,1,127
17570,204730281,Usera,Orcasur,40.36962,-3.6979,Private room,16,120,1,0.37,8,251
17571,204730281,Usera,Orcasur,40.37017,-3.69772,Private room,18,120,1,0.37,8,0
17572,55951115,Arganzuela,Acacias,40.40208,-3.70937,Private room,350,1,0,0.0,1,89
17573,264566234,Arganzuela,Chopera,40.39598,-3.6966,Entire home/apt,179,2,0,0.0,1,79
17574,264568587,Puente de Vallecas,Numancia,40.39662,-3.66538,Entire home/apt,85,1,0,0.0,1,355
17575,227253364,Latina,Cuatro Vientos,40.36734,-3.76397,Private room,17,2,11,3.14,2,11
17576,214389633,Barajas,Timón,40.46917,-3.58603,Private room,500,1,0,0.0,1,365
17577,250928773,Barajas,Alameda de Osuna,40.45867,-3.58683,Private room,350,1,0,0.0,1,114
17578,264130753,San Blas - Canillejas,Rejas,40.44291,-3.58612,Private room,100,1,0,0.0,6,0
17579,121980622,Centro,Cortes,40.41447,-3.70168,Entire home/apt,165,10,4,3.75,34,187
17580,264580516,San Blas - Canillejas,Simancas,40.43917,-3.63174,Private room,250,1,0,0.0,1,365
17581,53131822,Puente de Vallecas,Palomeras Bajas,40.38942,-3.66194,Entire home/apt,500,1,0,0.0,1,179
17582,6438938,Carabanchel,Comillas,40.39213,-3.71072,Private room,50,30,0,0.0,1,83
17583,255715413,Fuencarral - El Pardo,Peñagrande,40.48198,-3.72117,Private room,125,1,1,0.27,3,365
17584,187851719,Hortaleza,Piovera,40.46146,-3.6309,Private room,100,1,1,1.0,1,0
17585,244065772,Ciudad Lineal,Pueblo Nuevo,40.42072,-3.628,Private room,500,1,0,0.0,1,180
17586,123251555,San Blas - Canillejas,Hellín,40.43116,-3.61642,Private room,300,1,0,0.0,1,362
17587,263597436,Centro,Cortes,40.41483,-3.70227,Private room,80,1,10,2.91,11,337
17588,263597436,Centro,Cortes,40.41508,-3.70051,Private room,55,1,5,1.34,11,335
17589,20809901,Tetuán,Almenara,40.46682,-3.69229,Entire home/apt,1500,1,0,0.0,1,90
17590,31482186,San Blas - Canillejas,Rosas,40.43458,-3.61092,Private room,350,1,0,0.0,2,365
17591,1695686,Centro,Embajadores,40.41073,-3.6994,Entire home/apt,75,2,11,3.24,1,163
17592,261022742,Latina,Lucero,40.40809,-3.74466,Entire home/apt,50,2,8,2.67,1,93
17593,263718633,San Blas - Canillejas,Hellín,40.43354,-3.61739,Entire home/apt,2000,1,0,0.0,1,364
17594,170641432,Usera,Pradolongo,40.38137,-3.70741,Shared room,21,1,0,0.0,3,365
17595,134037429,Chamberí,Trafalgar,40.42963,-3.7041,Private room,300,1,0,0.0,1,365
17596,264497961,Centro,Universidad,40.42917,-3.70458,Entire home/apt,120,2,12,3.5,1,164
17597,105005462,Salamanca,Goya,40.42433,-3.66967,Entire home/apt,2550,2,0,0.0,1,0
17598,124425621,San Blas - Canillejas,Rosas,40.42707,-3.61066,Private room,500,1,0,0.0,1,365
17599,39628753,Fuencarral - El Pardo,La Paz,40.48377,-3.70429,Entire home/apt,550,1,0,0.0,1,0
17600,33647555,Chamberí,Gaztambide,40.43436,-3.71721,Entire home/apt,350,7,0,0.0,12,114
17601,259202687,Puente de Vallecas,Numancia,40.40051,-3.66372,Entire home/apt,227,1,0,0.0,1,17
17602,15511467,Vicálvaro,Casco Histórico de Vicálvaro,40.40411,-3.60038,Entire home/apt,250,2,0,0.0,1,364
17603,6163717,Fuencarral - El Pardo,La Paz,40.47515,-3.68752,Entire home/apt,499,1,4,1.09,1,74
17604,122426505,San Blas - Canillejas,Canillejas,40.44406,-3.6114,Entire home/apt,600,1,0,0.0,1,180
17605,263615216,Centro,Embajadores,40.41226,-3.70261,Entire home/apt,70,2,10,3.23,3,56
17606,137091801,San Blas - Canillejas,Simancas,40.43562,-3.61763,Private room,500,1,0,0.0,1,365
17607,170541729,San Blas - Canillejas,Rosas,40.42983,-3.61038,Private room,300,1,0,0.0,1,364
17608,264666773,Chamartín,Prosperidad,40.44213,-3.67305,Entire home/apt,200,1,0,0.0,1,364
17609,264666891,San Blas - Canillejas,Arcos,40.42347,-3.61872,Private room,600,1,0,0.0,1,365
17610,99655834,Centro,Sol,40.41535,-3.70779,Private room,50,1,1,0.4,2,0
17611,156430734,Centro,Embajadores,40.4068,-3.70449,Private room,200,2,0,0.0,1,90
17612,13092533,Chamartín,Prosperidad,40.44231,-3.67054,Private room,500,1,0,0.0,1,179
17613,8140214,San Blas - Canillejas,Canillejas,40.44147,-3.60824,Private room,100,1,0,0.0,1,364
17614,264668920,Centro,Universidad,40.42499,-3.70536,Entire home/apt,1500,1,0,0.0,1,269
17615,33720303,Villa de Vallecas,Casco Histórico de Vallecas,40.36616,-3.59913,Private room,230,1,0,0.0,1,89
17616,182131064,Moncloa - Aravaca,Argüelles,40.4218,-3.71383,Private room,118,1,1,0.27,1,88
17617,27086576,Tetuán,Cuatro Caminos,40.44721,-3.70239,Entire home/apt,73,4,2,0.59,1,0
17618,263239907,Usera,Almendrales,40.38667,-3.69898,Private room,1000,1,0,0.0,1,365
